#  Time[s]  	           depth 	      velocity_x 	      velocity_y 	             wse 	       z_element 	
0.68 	               0 	               0 	               0 	               0 	               0
0.69 	               0 	               0 	               0 	               0 	               0
0.7001 	               0 	               0 	               0 	               0 	               0
0.71 	               0 	               0 	               0 	               0 	               0
0.72 	               0 	               0 	               0 	               0 	               0
0.73 	               0 	               0 	               0 	               0 	               0
0.74 	               0 	               0 	               0 	               0 	               0
0.7501 	               0 	               0 	               0 	               0 	               0
0.76 	               0 	               0 	               0 	               0 	               0
0.77 	               0 	               0 	               0 	               0 	               0
0.78 	               0 	               0 	               0 	               0 	               0
0.79 	               0 	               0 	               0 	               0 	               0
0.8001 	               0 	               0 	               0 	               0 	               0
0.81 	               0 	               0 	               0 	               0 	               0
0.82 	               0 	               0 	               0 	               0 	               0
0.83 	               0 	               0 	               0 	               0 	               0
0.84 	               0 	               0 	               0 	               0 	               0
0.8501 	               0 	               0 	               0 	               0 	               0
0.86 	               0 	               0 	               0 	               0 	               0
0.87 	               0 	               0 	               0 	               0 	               0
0.88 	               0 	               0 	               0 	               0 	               0
0.89 	               0 	               0 	               0 	               0 	               0
0.9001 	               0 	               0 	               0 	               0 	               0
0.91 	               0 	               0 	               0 	               0 	               0
0.92 	               0 	               0 	               0 	               0 	               0
0.93 	               0 	               0 	               0 	               0 	               0
0.94 	               0 	               0 	               0 	               0 	               0
0.9501 	               0 	               0 	               0 	               0 	               0
0.96 	               0 	               0 	               0 	               0 	               0
0.97 	               0 	               0 	               0 	               0 	               0
0.98 	               0 	               0 	               0 	               0 	               0
0.99 	               0 	               0 	               0 	               0 	               0
1.0001 	               0 	               0 	               0 	               0 	               0
1.01 	               0 	               0 	               0 	               0 	               0
1.02 	               0 	               0 	               0 	               0 	               0
1.03 	               0 	               0 	               0 	               0 	               0
1.04 	               0 	               0 	               0 	               0 	               0
1.0501 	               0 	               0 	               0 	               0 	               0
1.06 	               0 	               0 	               0 	               0 	               0
1.07 	               0 	               0 	               0 	               0 	               0
1.08 	               0 	               0 	               0 	               0 	               0
1.09 	               0 	               0 	               0 	               0 	               0
1.1001 	               0 	               0 	               0 	               0 	               0
1.11 	               0 	               0 	               0 	               0 	               0
1.12 	               0 	               0 	               0 	               0 	               0
1.13 	               0 	               0 	               0 	               0 	               0
1.14 	               0 	               0 	               0 	               0 	               0
1.1501 	               0 	               0 	               0 	               0 	               0
1.16 	               0 	               0 	               0 	               0 	               0
1.17 	               0 	               0 	               0 	               0 	               0
1.18 	               0 	               0 	               0 	               0 	               0
1.19 	               0 	               0 	               0 	               0 	               0
1.2001 	               0 	               0 	               0 	               0 	               0
1.21 	               0 	               0 	               0 	               0 	               0
1.22 	               0 	               0 	               0 	               0 	               0
1.23 	               0 	               0 	               0 	               0 	               0
1.24 	               0 	               0 	               0 	               0 	               0
1.2501 	               0 	               0 	               0 	               0 	               0
1.26 	               0 	               0 	               0 	               0 	               0
1.27 	               0 	               0 	               0 	               0 	               0
1.28 	               0 	               0 	               0 	               0 	               0
1.29 	               0 	               0 	               0 	               0 	               0
1.3001 	               0 	               0 	               0 	               0 	               0
1.31 	               0 	               0 	               0 	               0 	               0
1.32 	               0 	               0 	               0 	               0 	               0
1.33 	               0 	               0 	               0 	               0 	               0
1.34 	               0 	               0 	               0 	               0 	               0
1.3501 	               0 	               0 	               0 	               0 	               0
1.36 	               0 	               0 	               0 	               0 	               0
1.37 	               0 	               0 	               0 	               0 	               0
1.38 	               0 	               0 	               0 	               0 	               0
1.39 	               0 	               0 	               0 	               0 	               0
1.4001 	               0 	               0 	               0 	               0 	               0
1.41 	               0 	               0 	               0 	               0 	               0
1.42 	               0 	               0 	               0 	               0 	               0
1.43 	               0 	               0 	               0 	               0 	               0
1.44 	               0 	               0 	               0 	               0 	               0
1.4501 	               0 	               0 	               0 	               0 	               0
1.46 	               0 	               0 	               0 	               0 	               0
1.47 	               0 	               0 	               0 	               0 	               0
1.48 	               0 	               0 	               0 	               0 	               0
1.49 	               0 	               0 	               0 	               0 	               0
1.5001 	               0 	               0 	               0 	               0 	               0
1.51 	               0 	               0 	               0 	               0 	               0
1.52 	               0 	               0 	               0 	               0 	               0
1.53 	               0 	               0 	               0 	               0 	               0
1.54 	               0 	               0 	               0 	               0 	               0
1.5501 	               0 	               0 	               0 	               0 	               0
1.56 	               0 	               0 	               0 	               0 	               0
1.57 	               0 	               0 	               0 	               0 	               0
1.58 	               0 	               0 	               0 	               0 	               0
1.59 	               0 	               0 	               0 	               0 	               0
1.6001 	               0 	               0 	               0 	               0 	               0
1.61 	               0 	               0 	               0 	               0 	               0
1.62 	               0 	               0 	               0 	               0 	               0
1.63 	               0 	               0 	               0 	               0 	               0
1.64 	               0 	               0 	               0 	               0 	               0
1.6501 	               0 	               0 	               0 	               0 	               0
1.66 	               0 	               0 	               0 	               0 	               0
1.67 	               0 	               0 	               0 	               0 	               0
1.68 	               0 	               0 	               0 	               0 	               0
1.69 	               0 	               0 	               0 	               0 	               0
1.7001 	               0 	               0 	               0 	               0 	               0
1.71 	               0 	               0 	               0 	               0 	               0
1.72 	               0 	               0 	               0 	               0 	               0
1.73 	               0 	               0 	               0 	               0 	               0
1.74 	               0 	               0 	               0 	               0 	               0
1.7501 	               0 	               0 	               0 	               0 	               0
1.76 	               0 	               0 	               0 	               0 	               0
1.77 	               0 	               0 	               0 	               0 	               0
1.78 	               0 	               0 	               0 	               0 	               0
1.79 	               0 	               0 	               0 	               0 	               0
1.8001 	               0 	               0 	               0 	               0 	               0
1.81 	               0 	               0 	               0 	               0 	               0
1.82 	               0 	               0 	               0 	               0 	               0
1.83 	               0 	               0 	               0 	               0 	               0
1.84 	               0 	               0 	               0 	               0 	               0
1.8501 	               0 	               0 	               0 	               0 	               0
1.86 	               0 	               0 	               0 	               0 	               0
1.87 	               0 	               0 	               0 	               0 	               0
1.88 	               0 	               0 	               0 	               0 	               0
1.89 	               0 	               0 	               0 	               0 	               0
1.9001 	               0 	               0 	               0 	               0 	               0
1.91 	               0 	               0 	               0 	               0 	               0
1.92 	               0 	               0 	               0 	               0 	               0
1.93 	               0 	               0 	               0 	               0 	               0
1.94 	               0 	               0 	               0 	               0 	               0
1.9501 	               0 	               0 	               0 	               0 	               0
1.96 	               0 	               0 	               0 	               0 	               0
1.97 	               0 	               0 	               0 	               0 	               0
1.98 	               0 	               0 	               0 	               0 	               0
1.99 	               0 	               0 	               0 	               0 	               0
2.0001 	               0 	               0 	               0 	               0 	               0
2.01 	               0 	               0 	               0 	               0 	               0
2.02 	               0 	               0 	               0 	               0 	               0
2.03 	               0 	               0 	               0 	               0 	               0
2.04 	               0 	               0 	               0 	               0 	               0
2.05 	               0 	               0 	               0 	               0 	               0
2.06 	               0 	               0 	               0 	               0 	               0
2.07 	               0 	               0 	               0 	               0 	               0
2.08 	               0 	               0 	               0 	               0 	               0
2.09 	               0 	               0 	               0 	               0 	               0
2.1 	               0 	               0 	               0 	               0 	               0
2.11 	               0 	               0 	               0 	               0 	               0
2.12 	               0 	               0 	               0 	               0 	               0
2.13 	               0 	               0 	               0 	               0 	               0
2.14 	               0 	               0 	               0 	               0 	               0
2.15 	               0 	               0 	               0 	               0 	               0
2.16 	               0 	               0 	               0 	               0 	               0
2.17 	               0 	               0 	               0 	               0 	               0
2.18 	               0 	               0 	               0 	               0 	               0
2.19 	               0 	               0 	               0 	               0 	               0
2.2 	               0 	               0 	               0 	               0 	               0
2.21 	               0 	               0 	               0 	               0 	               0
2.22 	               0 	               0 	               0 	               0 	               0
2.23 	               0 	               0 	               0 	               0 	               0
2.24 	               0 	               0 	               0 	               0 	               0
2.25 	               0 	               0 	               0 	               0 	               0
2.26 	               0 	               0 	               0 	               0 	               0
2.27 	               0 	               0 	               0 	               0 	               0
2.28 	               0 	               0 	               0 	               0 	               0
2.29 	               0 	               0 	               0 	               0 	               0
2.3 	               0 	               0 	               0 	               0 	               0
2.31 	               0 	               0 	               0 	               0 	               0
2.32 	               0 	               0 	               0 	               0 	               0
2.33 	               0 	               0 	               0 	               0 	               0
2.34 	               0 	               0 	               0 	               0 	               0
2.35 	               0 	               0 	               0 	               0 	               0
2.36 	               0 	               0 	               0 	               0 	               0
2.37 	               0 	               0 	               0 	               0 	               0
2.38 	               0 	               0 	               0 	               0 	               0
2.39 	               0 	               0 	               0 	               0 	               0
2.4 	               0 	               0 	               0 	               0 	               0
2.41 	               0 	               0 	               0 	               0 	               0
2.42 	               0 	               0 	               0 	               0 	               0
2.43 	               0 	               0 	               0 	               0 	               0
2.44 	               0 	               0 	               0 	               0 	               0
2.45 	               0 	               0 	               0 	               0 	               0
2.46 	               0 	               0 	               0 	               0 	               0
2.47 	               0 	               0 	               0 	               0 	               0
2.48 	               0 	               0 	               0 	               0 	               0
2.49 	               0 	               0 	               0 	               0 	               0
2.5 	               0 	               0 	               0 	               0 	               0
2.51 	               0 	               0 	               0 	               0 	               0
2.52 	               0 	               0 	               0 	               0 	               0
2.53 	               0 	               0 	               0 	               0 	               0
2.54 	               0 	               0 	               0 	               0 	               0
2.55 	               0 	               0 	               0 	               0 	               0
2.56 	               0 	               0 	               0 	               0 	               0
2.57 	               0 	               0 	               0 	               0 	               0
2.58 	               0 	               0 	               0 	               0 	               0
2.59 	               0 	               0 	               0 	               0 	               0
2.6 	               0 	               0 	               0 	               0 	               0
2.61 	               0 	               0 	               0 	               0 	               0
2.62 	               0 	               0 	               0 	               0 	               0
2.63 	               0 	               0 	               0 	               0 	               0
2.64 	               0 	               0 	               0 	               0 	               0
2.65 	               0 	               0 	               0 	               0 	               0
2.66 	               0 	               0 	               0 	               0 	               0
2.67 	               0 	               0 	               0 	               0 	               0
2.68 	               0 	               0 	               0 	               0 	               0
2.69 	               0 	               0 	               0 	               0 	               0
2.7 	               0 	               0 	               0 	               0 	               0
2.71 	               0 	               0 	               0 	               0 	               0
2.72 	               0 	               0 	               0 	               0 	               0
2.73 	               0 	               0 	               0 	               0 	               0
2.74 	               0 	               0 	               0 	               0 	               0
2.75 	               0 	               0 	               0 	               0 	               0
2.76 	               0 	               0 	               0 	               0 	               0
2.77 	               0 	               0 	               0 	               0 	               0
2.78 	               0 	               0 	               0 	               0 	               0
2.79 	               0 	               0 	               0 	               0 	               0
2.8 	               0 	               0 	               0 	               0 	               0
2.81 	               0 	               0 	               0 	               0 	               0
2.82 	               0 	               0 	               0 	               0 	               0
2.83 	               0 	               0 	               0 	               0 	               0
2.84 	               0 	               0 	               0 	               0 	               0
2.85 	               0 	               0 	               0 	               0 	               0
2.86 	               0 	               0 	               0 	               0 	               0
2.87 	               0 	               0 	               0 	               0 	               0
2.88 	               0 	               0 	               0 	               0 	               0
2.89 	               0 	               0 	               0 	               0 	               0
2.9 	               0 	               0 	               0 	               0 	               0
2.91 	               0 	               0 	               0 	               0 	               0
2.92 	               0 	               0 	               0 	               0 	               0
2.93 	               0 	               0 	               0 	               0 	               0
2.94 	               0 	               0 	               0 	               0 	               0
2.95 	               0 	               0 	               0 	               0 	               0
2.96 	               0 	               0 	               0 	               0 	               0
2.97 	               0 	               0 	               0 	               0 	               0
2.98 	               0 	               0 	               0 	               0 	               0
2.99 	               0 	               0 	               0 	               0 	               0
3 	               0 	               0 	               0 	               0 	               0
3.01 	               0 	               0 	               0 	               0 	               0
3.02 	               0 	               0 	               0 	               0 	               0
3.03 	               0 	               0 	               0 	               0 	               0
3.04 	               0 	               0 	               0 	               0 	               0
3.05 	               0 	               0 	               0 	               0 	               0
3.06 	               0 	               0 	               0 	               0 	               0
3.07 	               0 	               0 	               0 	               0 	               0
3.08 	               0 	               0 	               0 	               0 	               0
3.09 	               0 	               0 	               0 	               0 	               0
3.1 	               0 	               0 	               0 	               0 	               0
3.11 	               0 	               0 	               0 	               0 	               0
3.12 	               0 	               0 	               0 	               0 	               0
3.13 	               0 	               0 	               0 	               0 	               0
3.14 	               0 	               0 	               0 	               0 	               0
3.15 	               0 	               0 	               0 	               0 	               0
3.16 	               0 	               0 	               0 	               0 	               0
3.17 	               0 	               0 	               0 	               0 	               0
3.18 	               0 	               0 	               0 	               0 	               0
3.19 	               0 	               0 	               0 	               0 	               0
3.2 	               0 	               0 	               0 	               0 	               0
3.21 	               0 	               0 	               0 	               0 	               0
3.22 	               0 	               0 	               0 	               0 	               0
3.23 	               0 	               0 	               0 	               0 	               0
3.24 	               0 	               0 	               0 	               0 	               0
3.25 	               0 	               0 	               0 	               0 	               0
3.26 	               0 	               0 	               0 	               0 	               0
3.27 	               0 	               0 	               0 	               0 	               0
3.28 	               0 	               0 	               0 	               0 	               0
3.29 	               0 	               0 	               0 	               0 	               0
3.3 	               0 	               0 	               0 	               0 	               0
3.31 	               0 	               0 	               0 	               0 	               0
3.32 	               0 	               0 	               0 	               0 	               0
3.33 	               0 	               0 	               0 	               0 	               0
3.34 	               0 	               0 	               0 	               0 	               0
3.35 	               0 	               0 	               0 	               0 	               0
3.36 	               0 	               0 	               0 	               0 	               0
3.37 	               0 	               0 	               0 	               0 	               0
3.38 	               0 	               0 	               0 	               0 	               0
3.39 	               0 	               0 	               0 	               0 	               0
3.4 	               0 	               0 	               0 	               0 	               0
3.41 	               0 	               0 	               0 	               0 	               0
3.42 	               0 	               0 	               0 	               0 	               0
3.43 	               0 	               0 	               0 	               0 	               0
3.44 	               0 	               0 	               0 	               0 	               0
3.45 	               0 	               0 	               0 	               0 	               0
3.46 	               0 	               0 	               0 	               0 	               0
3.47 	               0 	               0 	               0 	               0 	               0
3.48 	               0 	               0 	               0 	               0 	               0
3.49 	               0 	               0 	               0 	               0 	               0
3.5 	               0 	               0 	               0 	               0 	               0
3.51 	               0 	               0 	               0 	               0 	               0
3.52 	               0 	               0 	               0 	               0 	               0
3.53 	               0 	               0 	               0 	               0 	               0
3.54 	               0 	               0 	               0 	               0 	               0
3.55 	               0 	               0 	               0 	               0 	               0
3.56 	               0 	               0 	               0 	               0 	               0
3.57 	               0 	               0 	               0 	               0 	               0
3.58 	               0 	               0 	               0 	               0 	               0
3.59 	               0 	               0 	               0 	               0 	               0
3.6 	               0 	               0 	               0 	               0 	               0
3.61 	               0 	               0 	               0 	               0 	               0
3.62 	               0 	               0 	               0 	               0 	               0
3.63 	               0 	               0 	               0 	               0 	               0
3.64 	               0 	               0 	               0 	               0 	               0
3.65 	               0 	               0 	               0 	               0 	               0
3.66 	               0 	               0 	               0 	               0 	               0
3.67 	               0 	               0 	               0 	               0 	               0
3.68 	               0 	               0 	               0 	               0 	               0
3.69 	               0 	               0 	               0 	               0 	               0
3.7 	               0 	               0 	               0 	               0 	               0
3.71 	               0 	               0 	               0 	               0 	               0
3.72 	               0 	               0 	               0 	               0 	               0
3.73 	               0 	               0 	               0 	               0 	               0
3.74 	               0 	               0 	               0 	               0 	               0
3.75 	               0 	               0 	               0 	               0 	               0
3.76 	               0 	               0 	               0 	               0 	               0
3.77 	               0 	               0 	               0 	               0 	               0
3.78 	               0 	               0 	               0 	               0 	               0
3.79 	               0 	               0 	               0 	               0 	               0
3.8 	               0 	               0 	               0 	               0 	               0
3.81 	               0 	               0 	               0 	               0 	               0
3.82 	               0 	               0 	               0 	               0 	               0
3.83 	               0 	               0 	               0 	               0 	               0
3.84 	               0 	               0 	               0 	               0 	               0
3.85 	     4.85974e-06 	               0 	               0 	     4.85974e-06 	               0
3.86 	   1.4775929e-05 	               0 	               0 	   1.4775929e-05 	               0
3.87 	   3.1463853e-05 	               0 	               0 	   3.1463853e-05 	               0
3.88 	    5.812063e-05 	               0 	               0 	    5.812063e-05 	               0
3.89 	   9.9306983e-05 	               0 	               0 	   9.9306983e-05 	               0
3.9 	   0.00016118856 	    -0.052636598 	      0.17662138 	   0.00016118856 	               0
3.91 	   0.00024620839 	    -0.075330476 	      0.25454583 	   0.00024620839 	               0
3.92 	   0.00036258364 	    -0.093290326 	      0.31832563 	   0.00036258364 	               0
3.93 	   0.00051844871 	      -0.1102059 	      0.38063408 	   0.00051844871 	               0
3.94 	   0.00072126308 	     -0.12638218 	      0.44272214 	   0.00072126308 	               0
3.95 	   0.00097756465 	     -0.14161477 	      0.50404179 	   0.00097756465 	               0
3.96 	    0.0012929676 	     -0.15575288 	      0.56422449 	    0.0012929676 	               0
3.97 	    0.0016692029 	     -0.16839128 	      0.62160459 	    0.0016692029 	               0
3.98 	     0.002107357 	     -0.17956325 	      0.67624333 	     0.002107357 	               0
3.99 	    0.0026053598 	     -0.18924177 	      0.72781236 	    0.0026053598 	               0
4 	    0.0031586429 	     -0.19746002 	      0.77613646 	    0.0031586429 	               0
4.01 	    0.0037608159 	     -0.20431333 	      0.82131361 	    0.0037608159 	               0
4.02 	    0.0044024587 	     -0.20986219 	      0.86301748 	    0.0044024587 	               0
4.03 	    0.0050743597 	     -0.21425403 	      0.90152833 	    0.0050743597 	               0
4.04 	    0.0057661591 	     -0.21762013 	      0.93697215 	    0.0057661591 	               0
4.05 	    0.0064671271 	     -0.22010493 	      0.96950095 	    0.0064671271 	               0
4.06 	    0.0071668561 	     -0.22184864 	      0.99933431 	    0.0071668561 	               0
4.07 	    0.0078561873 	     -0.22297945 	       1.0265576 	    0.0078561873 	               0
4.08 	    0.0085272435 	      -0.2236116 	       1.0514321 	    0.0085272435 	               0
4.09 	    0.0091737972 	     -0.22384144 	       1.0741663 	    0.0091737972 	               0
4.1 	    0.0097913278 	     -0.22374846 	       1.0949701 	    0.0097913278 	               0
4.11 	     0.010376645 	     -0.22339458 	       1.1140632 	     0.010376645 	               0
4.12 	     0.010929088 	     -0.22283118 	       1.1316208 	     0.010929088 	               0
4.13 	     0.011448423 	      -0.2220906 	       1.1478538 	     0.011448423 	               0
4.14 	     0.011935996 	     -0.22119228 	       1.1629522 	     0.011935996 	               0
4.15 	     0.012394385 	     -0.22013873 	       1.1771032 	     0.012394385 	               0
4.16 	     0.012827231 	     -0.21890874 	       1.1905005 	     0.012827231 	               0
4.17 	     0.013240122 	      -0.2174627 	       1.2033201 	     0.013240122 	               0
4.18 	     0.013639376 	     -0.21572234 	       1.2157581 	     0.013639376 	               0
4.19 	     0.014034885 	     -0.21354262 	       1.2280009 	     0.014034885 	               0
4.2 	     0.014438827 	     -0.21071929 	        1.240221 	     0.014438827 	               0
4.21 	     0.014865195 	      -0.2069839 	       1.2525789 	     0.014865195 	               0
4.22 	     0.015327751 	     -0.20206949 	       1.2651584 	     0.015327751 	               0
4.23 	      0.01584034 	     -0.19567288 	       1.2780251 	      0.01584034 	               0
4.24 	     0.016413979 	     -0.18755638 	       1.2911682 	     0.016413979 	               0
4.25 	     0.017055217 	     -0.17759854 	       1.3045098 	     0.017055217 	               0
4.26 	     0.017765283 	     -0.16581548 	       1.3179256 	     0.017765283 	               0
4.27 	     0.018536984 	     -0.15247727 	       1.3312085 	     0.018536984 	               0
4.28 	     0.019359228 	     -0.13791821 	       1.3441768 	     0.019359228 	               0
4.29 	     0.020215771 	      -0.1225902 	       1.3566399 	     0.020215771 	               0
4.3 	     0.021088011 	     -0.10696728 	       1.3684322 	     0.021088011 	               0
4.31 	     0.021956923 	    -0.091479767 	       1.3794273 	     0.021956923 	               0
4.32 	     0.022805563 	    -0.076507815 	       1.3895313 	     0.022805563 	               0
4.33 	     0.023619462 	    -0.062307691 	       1.3986951 	     0.023619462 	               0
4.34 	      0.02438795 	    -0.049052439 	       1.4069043 	      0.02438795 	               0
4.35 	     0.025104273 	    -0.036832317 	       1.4141359 	     0.025104273 	               0
4.36 	     0.025764863 	    -0.025677179 	       1.4204174 	     0.025764863 	               0
4.37 	      0.02637074 	    -0.015556835 	       1.4258379 	      0.02637074 	               0
4.38 	     0.026923554 	   -0.0064233627 	       1.4304954 	     0.026923554 	               0
4.39 	     0.027426523 	    0.0017932387 	       1.4344832 	     0.027426523 	               0
4.4 	      0.02788356 	    0.0091721091 	       1.4378869 	      0.02788356 	               0
4.41 	     0.028298579 	     0.015790283 	       1.4407819 	     0.028298579 	               0
4.42 	     0.028676729 	     0.021737316 	       1.4432449 	     0.028676729 	               0
4.43 	     0.029021845 	     0.027082862 	       1.4453354 	     0.029021845 	               0
4.44 	     0.029337927 	     0.031895485 	       1.4471086 	     0.029337927 	               0
4.45 	     0.029628637 	     0.036236736 	       1.4486127 	     0.029628637 	               0
4.46 	     0.029897089 	     0.040158178 	       1.4498875 	     0.029897089 	               0
4.47 	     0.030146619 	     0.043713439 	       1.4509713 	     0.030146619 	               0
4.48 	     0.030379593 	     0.046940365 	       1.4518926 	     0.030379593 	               0
4.49 	     0.030598273 	     0.049874211 	       1.4526767 	     0.030598273 	               0
4.5 	     0.030804628 	     0.052544967 	       1.4533451 	     0.030804628 	               0
4.51 	     0.031000282 	     0.054976191 	       1.4539154 	     0.031000282 	               0
4.52 	     0.031186913 	     0.057192845 	       1.4544037 	     0.031186913 	               0
4.53 	     0.031365707 	     0.059210705 	       1.4548221 	     0.031365707 	               0
4.54 	     0.031537784 	     0.061044508 	       1.4551811 	     0.031537784 	               0
4.55 	     0.031704118 	      0.06270645 	       1.4554895 	     0.031704118 	               0
4.56 	     0.031865517 	      0.06420529 	       1.4557544 	     0.031865517 	               0
4.57 	     0.032022809 	     0.065552098 	       1.4559821 	     0.032022809 	               0
4.58 	      0.03217659 	     0.066752452 	       1.4561773 	      0.03217659 	               0
4.59 	     0.032327423 	     0.067812249 	        1.456344 	     0.032327423 	               0
4.6 	     0.032475798 	     0.068736575 	       1.4564852 	     0.032475798 	               0
4.61 	     0.032622123 	     0.069528776 	       1.4566033 	     0.032622123 	               0
4.62 	     0.032766802 	     0.070195337 	       1.4567001 	     0.032766802 	               0
4.63 	     0.032910129 	     0.070738984 	       1.4567768 	     0.032910129 	               0
4.64 	     0.033052372 	     0.071163572 	        1.456834 	     0.033052372 	               0
4.65 	     0.033193751 	     0.071473001 	        1.456872 	     0.033193751 	               0
4.66 	     0.033334444 	     0.071670266 	       1.4568905 	     0.033334444 	               0
4.67 	     0.033474605 	     0.071761695 	        1.456889 	     0.033474605 	               0
4.68 	     0.033614335 	     0.071750676 	       1.4568668 	     0.033614335 	               0
4.69 	     0.033753705 	     0.071641912 	       1.4568226 	     0.033753705 	               0
4.7 	      0.03389276 	     0.071440362 	        1.456755 	      0.03389276 	               0
4.71 	     0.034031507 	      0.07115038 	       1.4566623 	     0.034031507 	               0
4.72 	     0.034169939 	     0.070779098 	       1.4565429 	     0.034169939 	               0
4.73 	     0.034308017 	     0.070331201 	       1.4563949 	     0.034308017 	               0
